date,data_source,cargo_value_type,ingested_at,origin,destination,commodity,vessel_type,cargo_tonnes,bdi,vlsfo_usd_per_tonne,coal_price_usd_per_mt,iron_ore_price_usd_per_dmt,wind_kmh,wave_height_m,cyclone_risk,weather_delay_days,current_freight_usd_per_tonne,next_month_freight_usd_per_tonne,_origin_region_raw,exclusion_reason
2024-02-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1560.0,638.0,124.2,124.4,21.853600000000004,1.2,2.0,0.5,11.8,12.2,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-03-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1680.0,645.0,131.5,109.8,19.446,1.1,1.0,0.0,12.2,12.9,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-04-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1820.0,655.0,135.0,112.8,22.224,1.4,2.0,0.5,12.9,13.5,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-05-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1950.0,660.0,142.0,118.9,34.262,2.4,4.0,2.0,13.5,13.2,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-06-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1890.0,642.0,135.1,107.5,44.448,3.2,3.0,2.5,13.2,10.8,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-07-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1420.0,615.0,137.6,106.9,52.782000000000004,3.9,2.0,3.5,10.8,10.2,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-08-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1350.0,605.0,145.8,99.9,50.004000000000005,3.7,2.0,3.0,10.2,10.4,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-09-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1390.0,610.0,139.2,92.8,39.818000000000005,2.8,3.0,2.0,10.4,12.1,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-10-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1740.0,630.0,146.6,101.4,30.0024,2.1,5.0,3.5,12.1,13.2,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1880.0,648.0,142.1,100.5,27.78,1.9,4.0,2.5,13.2,13.5,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2024-12-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1910.0,650.0,129.8,102.2,25.002000000000002,1.5,2.0,1.0,13.5,10.5,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-01-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1380.0,595.0,118.6,99.6,22.224,1.3,2.0,0.5,10.5,9.9,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-02-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1310.0,588.0,106.9,105.1,20.7424,1.1,2.0,0.5,9.9,10.3,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-03-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1360.0,592.0,104.0,100.1,20.001600000000003,1.1,1.0,0.0,10.3,13.8,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-04-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1980.0,640.0,98.6,97.2,24.4464,1.5,2.0,0.5,13.8,14.5,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-05-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,2150.0,658.0,104.4,97.0,36.6696,2.6,5.0,2.5,14.5,14.1,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-06-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,2080.0,652.0,109.0,92.3,46.6704,3.4,3.0,3.0,14.1,11.9,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-07-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1540.0,620.0,112.9,97.3,55.189600000000006,4.1,2.0,4.0,11.9,11.2,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-08-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1460.0,608.0,112.2,99.7,52.2264,3.8,2.0,3.5,11.2,11.5,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-09-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1500.0,614.0,106.3,103.3,40.744,2.9,3.0,2.0,11.5,13.1,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-10-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1850.0,635.0,107.5,103.5,31.484,2.2,5.0,4.0,13.1,13.8,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
2025-11-01,freight_forecasting_training_table_v1.csv,representative_vessel_capacity,2026-08-28T05:14:26Z,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1970.0,646.0,112.6,102.5,28.706000000000003,1.9,4.0,2.5,13.8,14.2,Taboneo,"unsupported_commodity: 'Thermal Coal' is not in the existing model's training categories (Coal, Iron Ore). Original value preserved; row excluded from the retraining-ready subset."
