date,origin,destination,commodity,vessel_type,cargo_tonnes,bdi,vlsfo_usd_per_tonne,coal_price_usd_per_mt,iron_ore_price_usd_per_dmt,wind_kmh,wave_height_m,cyclone_risk,weather_delay_days,current_freight_usd_per_tonne,next_month_freight_usd_per_tonne,trajectory_id,data_origin,synthetic_generation_method
2024-06-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1890.0,642.0,135.1,107.5,43.522000000000006,3.1,3.0,2.5,19.0,15.5,,original,original_observation
2024-06-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1890.0,642.0,135.1,107.5,44.448,3.2,3.0,2.5,11.4,9.2,,original,original_observation
2024-06-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1890.0,642.0,135.1,107.5,44.448,3.2,3.0,2.5,13.2,10.8,,original,original_observation
2024-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1420.0,615.0,137.6,106.9,54.634,4.1,2.0,3.5,9.5,8.9,,original,original_observation
2024-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1420.0,615.0,137.6,106.9,48.152,3.6,2.0,3.5,12.8,12.2,,original,original_observation
2024-07-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1420.0,615.0,137.6,106.9,48.152,3.6,2.0,3.5,15.5,14.9,,original,original_observation
2024-07-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1420.0,615.0,137.6,106.9,52.782,3.9,2.0,3.5,9.2,8.7,,original,original_observation
2024-07-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1420.0,615.0,137.6,106.9,52.782,3.9,2.0,3.5,10.8,10.2,,original,original_observation
2024-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1350.0,605.0,145.8,99.9,51.856,3.9,2.0,3.0,8.9,9.2,,original,original_observation
2024-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1350.0,605.0,145.8,99.9,46.6704,3.4,2.0,3.0,12.2,12.6,,original,original_observation
2024-08-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1350.0,605.0,145.8,99.9,46.6704,3.4,2.0,3.0,14.9,15.3,,original,original_observation
2024-08-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1350.0,605.0,145.8,99.9,50.004000000000005,3.7,2.0,3.0,8.7,8.9,,original,original_observation
2024-08-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1350.0,605.0,145.8,99.9,50.004000000000005,3.7,2.0,3.0,10.2,10.4,,original,original_observation
2024-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1390.0,610.0,139.2,92.8,43.522000000000006,3.0,3.0,2.0,9.2,11.4,,original,original_observation
2024-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1390.0,610.0,139.2,92.8,38.52160000000001,2.7,3.0,2.0,12.6,15.1,,original,original_observation
2024-09-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1390.0,610.0,139.2,92.8,38.52160000000001,2.7,3.0,2.0,15.3,17.9,,original,original_observation
2024-09-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1390.0,610.0,139.2,92.8,39.818000000000005,2.8,3.0,2.0,8.9,10.3,,original,original_observation
2024-09-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1390.0,610.0,139.2,92.8,39.818000000000005,2.8,3.0,2.0,10.4,12.1,,original,original_observation
2024-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1740.0,630.0,146.6,101.4,33.336,2.3,5.0,3.5,11.4,12.2,,original,original_observation
2024-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1740.0,630.0,146.6,101.4,32.410000000000004,2.2,5.0,3.5,15.1,16.2,,original,original_observation
2024-10-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1740.0,630.0,146.6,101.4,32.410000000000004,2.2,5.0,3.5,17.9,19.0,,original,original_observation
2024-10-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1740.0,630.0,146.6,101.4,30.0024,2.1,5.0,3.5,10.3,11.3,,original,original_observation
2024-10-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1740.0,630.0,146.6,101.4,30.0024,2.1,5.0,3.5,12.1,13.2,,original,original_observation
2024-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1880.0,648.0,142.1,100.5,30.0024,2.0,4.0,2.5,12.2,12.4,,original,original_observation
2024-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,16.2,16.4,,original,original_observation
2024-11-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1880.0,648.0,142.1,100.5,31.1136,2.0,4.0,2.5,19.0,19.2,,original,original_observation
2024-11-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1880.0,648.0,142.1,100.5,27.78,1.9,4.0,2.5,11.3,11.6,,original,original_observation
2024-11-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1880.0,648.0,142.1,100.5,27.78,1.9,4.0,2.5,13.2,13.5,,original,original_observation
2024-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,12.4,9.3,,original,original_observation
2024-12-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,16.4,12.2,,original,original_observation
2024-12-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1910.0,650.0,129.8,102.2,31.484,1.9,2.0,1.0,19.2,15.0,,original,original_observation
2024-12-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1910.0,650.0,129.8,102.2,25.002,1.5,2.0,1.0,11.6,9.0,,original,original_observation
2024-12-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1910.0,650.0,129.8,102.2,25.002,1.5,2.0,1.0,13.5,10.5,,original,original_observation
2025-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,9.3,8.8,,original,original_observation
2025-01-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1380.0,595.0,118.6,99.6,29.632,1.8,2.0,0.5,12.2,11.8,,original,original_observation
2025-01-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1380.0,595.0,118.6,99.6,29.632,1.8,2.0,0.5,15.0,14.5,,original,original_observation
2025-01-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1380.0,595.0,118.6,99.6,22.224,1.3,2.0,0.5,9.0,8.5,,original,original_observation
2025-01-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1380.0,595.0,118.6,99.6,22.224,1.3,2.0,0.5,10.5,9.9,,original,original_observation
2025-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1310.0,588.0,106.9,105.1,27.4096,1.6,2.0,0.5,8.8,9.1,,original,original_observation
2025-02-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1310.0,588.0,106.9,105.1,31.1136,1.9,2.0,0.5,11.8,12.1,,original,original_observation
2025-02-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1310.0,588.0,106.9,105.1,31.1136,1.9,2.0,0.5,14.5,14.8,,original,original_observation
2025-02-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1310.0,588.0,106.9,105.1,20.7424,1.1,2.0,0.5,8.5,8.8,,original,original_observation
2025-02-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1310.0,588.0,106.9,105.1,20.7424,1.1,2.0,0.5,9.9,10.3,,original,original_observation
2025-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1360.0,592.0,104.0,100.1,25.557600000000004,1.5,1.0,0.0,9.1,13.1,,original,original_observation
2025-03-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1360.0,592.0,104.0,100.1,26.854000000000003,1.6,1.0,0.0,12.1,17.1,,original,original_observation
2025-03-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1360.0,592.0,104.0,100.1,26.854000000000003,1.6,1.0,0.0,14.8,20.3,,original,original_observation
2025-03-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1360.0,592.0,104.0,100.1,20.001600000000003,1.1,1.0,0.0,8.8,11.9,,original,original_observation
2025-03-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1360.0,592.0,104.0,100.1,20.001600000000003,1.1,1.0,0.0,10.3,13.8,,original,original_observation
2025-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1980.0,640.0,98.6,97.2,31.8544,2.0,2.0,0.5,13.1,13.8,,original,original_observation
2025-04-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,17.1,17.9,,original,original_observation
2025-04-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1980.0,640.0,98.6,97.2,27.78,1.7,2.0,0.5,20.3,21.2,,original,original_observation
2025-04-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1980.0,640.0,98.6,97.2,24.4464,1.5,2.0,0.5,11.9,12.5,,original,original_observation
2025-04-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1980.0,640.0,98.6,97.2,24.4464,1.5,2.0,0.5,13.8,14.5,,original,original_observation
2025-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,13.8,13.5,,original,original_observation
2025-05-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,17.9,17.5,,original,original_observation
2025-05-01,Hay Point,East Coast India,Coal,Panamax,75000.0,2150.0,658.0,104.4,97.0,37.966,2.8,5.0,2.5,21.2,20.8,,original,original_observation
2025-05-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,2150.0,658.0,104.4,97.0,36.6696,2.6,5.0,2.5,12.5,12.2,,original,original_observation
2025-05-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,2150.0,658.0,104.4,97.0,36.6696,2.6,5.0,2.5,14.5,14.1,,original,original_observation
2025-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,13.5,10.7,,original,original_observation
2025-06-01,Hay Point,East Coast India,Coal,Capesize,170000.0,2080.0,652.0,109.0,92.3,45.9296,3.3,3.0,3.0,17.5,14.2,,original,original_observation
2025-06-01,Hay Point,East Coast India,Coal,Panamax,75000.0,2080.0,652.0,109.0,92.3,45.9296,3.3,3.0,3.0,20.8,16.8,,original,original_observation
2025-06-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,2080.0,652.0,109.0,92.3,46.6704,3.4,3.0,3.0,12.2,10.1,,original,original_observation
2025-06-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,2080.0,652.0,109.0,92.3,46.6704,3.4,3.0,3.0,14.1,11.9,,original,original_observation
2025-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,10.7,10.0,,original,original_observation
2025-07-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1540.0,620.0,112.9,97.3,50.93,3.8,2.0,4.0,14.2,13.4,,original,original_observation
2025-07-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1540.0,620.0,112.9,97.3,50.93,3.8,2.0,4.0,16.8,16.0,,original,original_observation
2025-07-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1540.0,620.0,112.9,97.3,55.189600000000006,4.1,2.0,4.0,10.1,9.5,,original,original_observation
2025-07-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1540.0,620.0,112.9,97.3,55.189600000000006,4.1,2.0,4.0,11.9,11.2,,original,original_observation
2025-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,10.0,10.3,,original,original_observation
2025-08-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1460.0,608.0,112.2,99.7,48.152,3.5,2.0,3.5,13.4,13.8,,original,original_observation
2025-08-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1460.0,608.0,112.2,99.7,48.152,3.5,2.0,3.5,16.0,16.4,,original,original_observation
2025-08-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1460.0,608.0,112.2,99.7,52.2264,3.8,2.0,3.5,9.5,9.7,,original,original_observation
2025-08-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1460.0,608.0,112.2,99.7,52.2264,3.8,2.0,3.5,11.2,11.5,,original,original_observation
2025-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1500.0,614.0,106.3,103.3,44.8184,3.1,3.0,2.0,10.3,12.2,,original,original_observation
2025-09-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1500.0,614.0,106.3,103.3,39.818000000000005,2.8,3.0,2.0,13.8,16.4,,original,original_observation
2025-09-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1500.0,614.0,106.3,103.3,39.818000000000005,2.8,3.0,2.0,16.4,19.1,,original,original_observation
2025-09-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1500.0,614.0,106.3,103.3,40.744,2.9,3.0,2.0,9.7,11.2,,original,original_observation
2025-09-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1500.0,614.0,106.3,103.3,40.744,2.9,3.0,2.0,11.5,13.1,,original,original_observation
2025-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1850.0,635.0,107.5,103.5,34.817600000000006,2.4,5.0,4.0,12.2,12.9,,original,original_observation
2025-10-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1850.0,635.0,107.5,103.5,33.7064,2.3,5.0,4.0,16.4,17.2,,original,original_observation
2025-10-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1850.0,635.0,107.5,103.5,33.7064,2.3,5.0,4.0,19.1,20.0,,original,original_observation
2025-10-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1850.0,635.0,107.5,103.5,31.484,2.2,5.0,4.0,11.2,11.8,,original,original_observation
2025-10-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1850.0,635.0,107.5,103.5,31.484,2.2,5.0,4.0,13.1,13.8,,original,original_observation
2025-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.1136,2.1,4.0,2.5,12.9,13.1,,original,original_observation
2025-11-01,Hay Point,East Coast India,Coal,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,17.2,17.5,,original,original_observation
2025-11-01,Hay Point,East Coast India,Coal,Panamax,75000.0,1970.0,646.0,112.6,102.5,31.484,2.1,4.0,2.5,20.0,20.3,,original,original_observation
2025-11-01,Taboneo,East Coast India,Thermal Coal,Panamax,75000.0,1970.0,646.0,112.6,102.5,28.706000000000003,1.9,4.0,2.5,11.8,12.1,,original,original_observation
2025-11-01,Taboneo,East Coast India,Thermal Coal,Supramax,55000.0,1970.0,646.0,112.6,102.5,28.706000000000003,1.9,4.0,2.5,13.8,14.2,,original,original_observation
2038-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1850.0,635.0,107.5,103.5,34.817600000000006,2.4,5.0,4.0,12.2,12.284848517018364,SYN0103,synthetic,empirical_constrained_simulation_v1
2038-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1950.0,660.0,142.0,118.9,38.892,2.8,4.0,2.0,12.284848517018364,10.351150249874795,SYN0103,synthetic,empirical_constrained_simulation_v1
2038-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1560.0,638.0,124.2,124.4,28.1504,1.7,2.0,0.5,10.351150249874795,9.354135149592018,SYN0103,synthetic,empirical_constrained_simulation_v1
2038-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1390.0,610.0,139.2,92.8,43.522000000000006,3.0,3.0,2.0,9.354135149592018,7.015601362194014,SYN0103,synthetic,empirical_constrained_simulation_v1
2038-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1540.0,620.0,112.9,97.3,57.412000000000006,4.3,2.0,4.0,7.015601362194014,7.719405338537991,SYN0103,synthetic,empirical_constrained_simulation_v1
2038-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1500.0,614.0,106.3,103.3,44.8184,3.1,3.0,2.0,7.719405338537991,9.629570796093246,SYN0103,synthetic,empirical_constrained_simulation_v1
2038-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1950.0,660.0,142.0,118.9,38.892,2.8,4.0,2.0,9.629570796093246,10.83544084149496,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,10.83544084149496,10.562847055893474,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1680.0,645.0,131.5,109.8,25.928,1.5,1.0,0.0,10.562847055893474,11.523024880839476,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1950.0,660.0,142.0,118.9,38.892,2.8,4.0,2.0,11.523024880839476,11.774750572703216,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1390.0,610.0,139.2,92.8,43.522000000000006,3.0,3.0,2.0,11.774750572703216,14.544643806519307,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1970.0,646.0,112.6,102.5,31.1136,2.1,4.0,2.5,14.544643806519307,14.429033038226095,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1360.0,592.0,104.0,100.1,25.557600000000004,1.5,1.0,0.0,14.429033038226095,13.585323213100121,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,13.585323213100121,16.21113479071893,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,16.21113479071893,14.63857135384169,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1890.0,642.0,135.1,107.5,48.152,3.5,3.0,2.5,14.63857135384169,12.67558056851052,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2080.0,652.0,109.0,92.3,50.93,3.7,3.0,3.0,12.67558056851052,15.84447571063815,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1980.0,640.0,98.6,97.2,31.8544,2.0,2.0,0.5,15.84447571063815,19.805594638297688,SYN0103,synthetic,empirical_constrained_simulation_v1
2039-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,19.805594638297688,16.540415789482473,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1420.0,615.0,137.6,106.9,54.634,4.1,2.0,3.5,16.540415789482473,19.83742290661149,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1740.0,630.0,146.6,101.4,33.336,2.3,5.0,3.5,19.83742290661149,24.796778633264363,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1850.0,635.0,107.5,103.5,34.817600000000006,2.4,5.0,4.0,24.796778633264363,22.344345208189512,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1390.0,610.0,139.2,92.8,43.522000000000006,3.0,3.0,2.0,22.344345208189512,20.43690807292288,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1950.0,660.0,142.0,118.9,38.892,2.8,4.0,2.0,20.43690807292288,22.487104948034553,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-06-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1350.0,605.0,145.8,99.9,51.856,3.9,2.0,3.0,22.487104948034553,19.173285854441424,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-07-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1350.0,605.0,145.8,99.9,51.856,3.9,2.0,3.0,19.173285854441424,23.449715274823927,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-08-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,23.449715274823927,21.910099329517504,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-09-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1500.0,614.0,106.3,103.3,44.8184,3.1,3.0,2.0,21.910099329517504,24.818083042368105,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-10-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1390.0,610.0,139.2,92.8,43.522000000000006,3.0,3.0,2.0,24.818083042368105,24.35071916783027,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-11-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1390.0,610.0,139.2,92.8,43.522000000000006,3.0,3.0,2.0,24.35071916783027,25.16354224102874,SYN0103,synthetic,empirical_constrained_simulation_v1
2040-12-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1850.0,635.0,107.5,103.5,34.817600000000006,2.4,5.0,4.0,25.16354224102874,18.872656680771556,SYN0103,synthetic,empirical_constrained_simulation_v1
2041-01-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1420.0,615.0,137.6,106.9,54.634,4.1,2.0,3.5,18.872656680771556,18.5275482997714,SYN0103,synthetic,empirical_constrained_simulation_v1
2041-02-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1910.0,650.0,129.8,102.2,27.78,1.8,2.0,1.0,18.5275482997714,18.857805604430823,SYN0103,synthetic,empirical_constrained_simulation_v1
2041-03-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,2150.0,658.0,104.4,97.0,41.4848,3.0,5.0,2.5,18.857805604430823,19.540516629063383,SYN0103,synthetic,empirical_constrained_simulation_v1
2041-04-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1460.0,608.0,112.2,99.7,53.708000000000006,4.0,2.0,3.5,19.540516629063383,19.77370000917321,SYN0103,synthetic,empirical_constrained_simulation_v1
2041-05-01,Australia West Coast,East Coast India,Iron Ore,Capesize,170000.0,1380.0,595.0,118.6,99.6,26.854000000000003,1.6,2.0,0.5,19.77370000917321,14.830275006879909,SYN0103,synthetic,empirical_constrained_simulation_v1
